Participante,Ordem,Classificação,Tempo Gasto
77da0ef6622c18e6a245f2609d5fc04b,19,positiva,11768
77da0ef6622c18e6a245f2609d5fc04b,20,negativa,8838
77da0ef6622c18e6a245f2609d5fc04b,21,negativa,4949
77da0ef6622c18e6a245f2609d5fc04b,22,positiva,9312
77da0ef6622c18e6a245f2609d5fc04b,23,neutra,27165
77da0ef6622c18e6a245f2609d5fc04b,24,neutra,13219
77da0ef6622c18e6a245f2609d5fc04b,25,negativa,9082
77da0ef6622c18e6a245f2609d5fc04b,26,neutra,18865
77da0ef6622c18e6a245f2609d5fc04b,27,negativa,14935
77da0ef6622c18e6a245f2609d5fc04b,28,neutra,7086
77da0ef6622c18e6a245f2609d5fc04b,29,positiva,9592
77da0ef6622c18e6a245f2609d5fc04b,30,negativa,7458
77da0ef6622c18e6a245f2609d5fc04b,31,neutra,4574
77da0ef6622c18e6a245f2609d5fc04b,32,negativa,10304
77da0ef6622c18e6a245f2609d5fc04b,33,positiva,15847
77da0ef6622c18e6a245f2609d5fc04b,34,negativa,13172
77da0ef6622c18e6a245f2609d5fc04b,35,neutra,29708
77da0ef6622c18e6a245f2609d5fc04b,36,neutra,11404
77da0ef6622c18e6a245f2609d5fc04b,37,negativa,10201
77da0ef6622c18e6a245f2609d5fc04b,38,neutra,10077
77da0ef6622c18e6a245f2609d5fc04b,39,neutra,9721
77da0ef6622c18e6a245f2609d5fc04b,40,neutra,27905
77da0ef6622c18e6a245f2609d5fc04b,41,positiva,23837
77da0ef6622c18e6a245f2609d5fc04b,42,negativa,19324
77da0ef6622c18e6a245f2609d5fc04b,43,neutra,13924
77da0ef6622c18e6a245f2609d5fc04b,44,negativa,3946
77da0ef6622c18e6a245f2609d5fc04b,45,negativa,39705
77da0ef6622c18e6a245f2609d5fc04b,46,positiva,17753
77da0ef6622c18e6a245f2609d5fc04b,47,positiva,3778
77da0ef6622c18e6a245f2609d5fc04b,48,negativa,11918
77da0ef6622c18e6a245f2609d5fc04b,49,negativa,7934
77da0ef6622c18e6a245f2609d5fc04b,50,negativa,3043
77da0ef6622c18e6a245f2609d5fc04b,51,negativa,5264
77da0ef6622c18e6a245f2609d5fc04b,52,negativa,15715
77da0ef6622c18e6a245f2609d5fc04b,53,positiva,17919
77da0ef6622c18e6a245f2609d5fc04b,54,negativa,14938
77da0ef6622c18e6a245f2609d5fc04b,55,positiva,13981
77da0ef6622c18e6a245f2609d5fc04b,56,neutra,35736
77da0ef6622c18e6a245f2609d5fc04b,57,neutra,14388
77da0ef6622c18e6a245f2609d5fc04b,58,neutra,5958
77da0ef6622c18e6a245f2609d5fc04b,59,positiva,11394
77da0ef6622c18e6a245f2609d5fc04b,60,negativa,11090
77da0ef6622c18e6a245f2609d5fc04b,61,negativa,8041
77da0ef6622c18e6a245f2609d5fc04b,62,neutra,13914
77da0ef6622c18e6a245f2609d5fc04b,63,negativa,9102
77da0ef6622c18e6a245f2609d5fc04b,64,negativa,12708
77da0ef6622c18e6a245f2609d5fc04b,65,negativa,3406
77da0ef6622c18e6a245f2609d5fc04b,66,negativa,1988
77da0ef6622c18e6a245f2609d5fc04b,67,negativa,13399
77da0ef6622c18e6a245f2609d5fc04b,68,negativa,8280
77da0ef6622c18e6a245f2609d5fc04b,69,positiva,18172
77da0ef6622c18e6a245f2609d5fc04b,70,negativa,4923
77da0ef6622c18e6a245f2609d5fc04b,71,neutra,7219
77da0ef6622c18e6a245f2609d5fc04b,72,positiva,4193
77da0ef6622c18e6a245f2609d5fc04b,73,negativa,38178
77da0ef6622c18e6a245f2609d5fc04b,74,negativa,8367
77da0ef6622c18e6a245f2609d5fc04b,75,negativa,11208
77da0ef6622c18e6a245f2609d5fc04b,76,neutra,11277
77da0ef6622c18e6a245f2609d5fc04b,77,neutra,4047
77da0ef6622c18e6a245f2609d5fc04b,78,positiva,8539
77da0ef6622c18e6a245f2609d5fc04b,79,positiva,3258
77da0ef6622c18e6a245f2609d5fc04b,80,neutra,13238
77da0ef6622c18e6a245f2609d5fc04b,81,neutra,8989
77da0ef6622c18e6a245f2609d5fc04b,82,positiva,11379
77da0ef6622c18e6a245f2609d5fc04b,83,negativa,15127
77da0ef6622c18e6a245f2609d5fc04b,84,negativa,3631
77da0ef6622c18e6a245f2609d5fc04b,85,positiva,4073
77da0ef6622c18e6a245f2609d5fc04b,86,neutra,30137
77da0ef6622c18e6a245f2609d5fc04b,87,negativa,12283
77da0ef6622c18e6a245f2609d5fc04b,88,negativa,4204
77da0ef6622c18e6a245f2609d5fc04b,89,neutra,5463
77da0ef6622c18e6a245f2609d5fc04b,90,positiva,3652
77da0ef6622c18e6a245f2609d5fc04b,91,neutra,10416
77da0ef6622c18e6a245f2609d5fc04b,92,negativa,3473
77da0ef6622c18e6a245f2609d5fc04b,93,negativa,12127
77da0ef6622c18e6a245f2609d5fc04b,94,positiva,12752
77da0ef6622c18e6a245f2609d5fc04b,95,positiva,359
77da0ef6622c18e6a245f2609d5fc04b,96,negativa,14139
77da0ef6622c18e6a245f2609d5fc04b,97,negativa,4995
77da0ef6622c18e6a245f2609d5fc04b,98,negativa,4573
77da0ef6622c18e6a245f2609d5fc04b,99,negativa,3363
77da0ef6622c18e6a245f2609d5fc04b,100,negativa,22899
77da0ef6622c18e6a245f2609d5fc04b,101,negativa,9911
77da0ef6622c18e6a245f2609d5fc04b,102,positiva,3744
77da0ef6622c18e6a245f2609d5fc04b,103,neutra,12397
77da0ef6622c18e6a245f2609d5fc04b,104,neutra,8167
77da0ef6622c18e6a245f2609d5fc04b,105,negativa,14055
77da0ef6622c18e6a245f2609d5fc04b,106,positiva,13903
77da0ef6622c18e6a245f2609d5fc04b,107,neutra,17246
77da0ef6622c18e6a245f2609d5fc04b,108,neutra,4697
77da0ef6622c18e6a245f2609d5fc04b,109,neutra,12328
77da0ef6622c18e6a245f2609d5fc04b,110,positiva,7074
77da0ef6622c18e6a245f2609d5fc04b,111,negativa,17007
77da0ef6622c18e6a245f2609d5fc04b,112,positiva,19923
77da0ef6622c18e6a245f2609d5fc04b,113,neutra,8016
77da0ef6622c18e6a245f2609d5fc04b,114,positiva,6646
77da0ef6622c18e6a245f2609d5fc04b,115,positiva,11865
77da0ef6622c18e6a245f2609d5fc04b,116,neutra,7211
77da0ef6622c18e6a245f2609d5fc04b,117,positiva,13486
77da0ef6622c18e6a245f2609d5fc04b,118,positiva,9987
79d2f0d2275aacd4e4e71a607a16f228,4,negativa,5788
79d2f0d2275aacd4e4e71a607a16f228,5,negativa,6477
79d2f0d2275aacd4e4e71a607a16f228,6,neutra,29674
79d2f0d2275aacd4e4e71a607a16f228,7,positiva,7824
79d2f0d2275aacd4e4e71a607a16f228,8,negativa,5838
79d2f0d2275aacd4e4e71a607a16f228,9,negativa,5694
79d2f0d2275aacd4e4e71a607a16f228,10,neutra,1929
79d2f0d2275aacd4e4e71a607a16f228,11,neutra,1577
79d2f0d2275aacd4e4e71a607a16f228,12,neutra,5258
79d2f0d2275aacd4e4e71a607a16f228,13,neutra,6536
79d2f0d2275aacd4e4e71a607a16f228,14,neutra,6613
79d2f0d2275aacd4e4e71a607a16f228,15,negativa,7801
79d2f0d2275aacd4e4e71a607a16f228,16,negativa,3915
79d2f0d2275aacd4e4e71a607a16f228,17,neutra,1979
79d2f0d2275aacd4e4e71a607a16f228,18,neutra,5884
79d2f0d2275aacd4e4e71a607a16f228,19,positiva,11258
79d2f0d2275aacd4e4e71a607a16f228,20,neutra,3515
79d2f0d2275aacd4e4e71a607a16f228,21,negativa,4448
79d2f0d2275aacd4e4e71a607a16f228,22,positiva,4662
79d2f0d2275aacd4e4e71a607a16f228,23,neutra,5538
79d2f0d2275aacd4e4e71a607a16f228,24,neutra,8481
79d2f0d2275aacd4e4e71a607a16f228,25,negativa,5303
79d2f0d2275aacd4e4e71a607a16f228,26,neutra,6457
79d2f0d2275aacd4e4e71a607a16f228,27,negativa,4745
79d2f0d2275aacd4e4e71a607a16f228,28,neutra,3527
79d2f0d2275aacd4e4e71a607a16f228,29,positiva,5479
79d2f0d2275aacd4e4e71a607a16f228,30,neutra,4811
79d2f0d2275aacd4e4e71a607a16f228,31,neutra,2481
79d2f0d2275aacd4e4e71a607a16f228,32,negativa,5769
79d2f0d2275aacd4e4e71a607a16f228,33,neutra,2110
79d2f0d2275aacd4e4e71a607a16f228,34,neutra,1897
79d2f0d2275aacd4e4e71a607a16f228,35,neutra,7775
79d2f0d2275aacd4e4e71a607a16f228,36,neutra,12125
79d2f0d2275aacd4e4e71a607a16f228,37,neutra,170295
79d2f0d2275aacd4e4e71a607a16f228,38,neutra,4462
79d2f0d2275aacd4e4e71a607a16f228,39,neutra,3477
79d2f0d2275aacd4e4e71a607a16f228,40,neutra,8752
79d2f0d2275aacd4e4e71a607a16f228,41,neutra,5354
79d2f0d2275aacd4e4e71a607a16f228,42,negativa,12538
79d2f0d2275aacd4e4e71a607a16f228,43,neutra,7169
79d2f0d2275aacd4e4e71a607a16f228,44,neutra,1215
79d2f0d2275aacd4e4e71a607a16f228,45,neutra,3895
79d2f0d2275aacd4e4e71a607a16f228,46,neutra,4587
79d2f0d2275aacd4e4e71a607a16f228,47,positiva,4755
79d2f0d2275aacd4e4e71a607a16f228,48,neutra,4303
79d2f0d2275aacd4e4e71a607a16f228,49,negativa,3851
79d2f0d2275aacd4e4e71a607a16f228,50,negativa,2291
79d2f0d2275aacd4e4e71a607a16f228,51,negativa,7251
79d2f0d2275aacd4e4e71a607a16f228,52,negativa,6733
79d2f0d2275aacd4e4e71a607a16f228,53,positiva,9761
79d2f0d2275aacd4e4e71a607a16f228,54,negativa,5194
79d2f0d2275aacd4e4e71a607a16f228,55,positiva,3282
79d2f0d2275aacd4e4e71a607a16f228,56,neutra,5426
79d2f0d2275aacd4e4e71a607a16f228,57,neutra,6452
79d2f0d2275aacd4e4e71a607a16f228,58,neutra,2847
79d2f0d2275aacd4e4e71a607a16f228,59,neutra,4933
79d2f0d2275aacd4e4e71a607a16f228,60,negativa,5359
79d2f0d2275aacd4e4e71a607a16f228,61,negativa,3351
79d2f0d2275aacd4e4e71a607a16f228,62,neutra,3191
79d2f0d2275aacd4e4e71a607a16f228,63,neutra,11636
79d2f0d2275aacd4e4e71a607a16f228,64,neutra,1949
79d2f0d2275aacd4e4e71a607a16f228,65,neutra,3405
79d2f0d2275aacd4e4e71a607a16f228,66,neutra,1283
79d2f0d2275aacd4e4e71a607a16f228,67,neutra,6383
79d2f0d2275aacd4e4e71a607a16f228,68,negativa,5073
79d2f0d2275aacd4e4e71a607a16f228,69,positiva,8977
79d2f0d2275aacd4e4e71a607a16f228,70,neutra,3291
79d2f0d2275aacd4e4e71a607a16f228,71,neutra,2228
79d2f0d2275aacd4e4e71a607a16f228,72,neutra,2569
79d2f0d2275aacd4e4e71a607a16f228,73,negativa,160587
79d2f0d2275aacd4e4e71a607a16f228,74,negativa,8558
79d2f0d2275aacd4e4e71a607a16f228,75,neutra,3375
79d2f0d2275aacd4e4e71a607a16f228,76,neutra,6944
79d2f0d2275aacd4e4e71a607a16f228,77,neutra,6524
79d2f0d2275aacd4e4e71a607a16f228,78,neutra,4234
79d2f0d2275aacd4e4e71a607a16f228,79,neutra,2487
79d2f0d2275aacd4e4e71a607a16f228,80,neutra,4133
79d2f0d2275aacd4e4e71a607a16f228,81,neutra,4237
79d2f0d2275aacd4e4e71a607a16f228,82,neutra,3542
79d2f0d2275aacd4e4e71a607a16f228,83,neutra,1853
79d2f0d2275aacd4e4e71a607a16f228,84,neutra,2580
79d2f0d2275aacd4e4e71a607a16f228,85,neutra,1239
79d2f0d2275aacd4e4e71a607a16f228,86,neutra,10723
79d2f0d2275aacd4e4e71a607a16f228,87,negativa,5155
79d2f0d2275aacd4e4e71a607a16f228,88,negativa,70941
79d2f0d2275aacd4e4e71a607a16f228,89,neutra,2214
79d2f0d2275aacd4e4e71a607a16f228,90,positiva,2710
79d2f0d2275aacd4e4e71a607a16f228,91,neutra,5383
79d2f0d2275aacd4e4e71a607a16f228,92,negativa,2741
79d2f0d2275aacd4e4e71a607a16f228,93,negativa,11322
79d2f0d2275aacd4e4e71a607a16f228,94,neutra,11518
79d2f0d2275aacd4e4e71a607a16f228,95,neutra,5064
79d2f0d2275aacd4e4e71a607a16f228,96,negativa,6037
79d2f0d2275aacd4e4e71a607a16f228,97,negativa,1966
79d2f0d2275aacd4e4e71a607a16f228,98,negativa,4885
79d2f0d2275aacd4e4e71a607a16f228,99,neutra,1822
79d2f0d2275aacd4e4e71a607a16f228,100,negativa,4805
79d2f0d2275aacd4e4e71a607a16f228,101,negativa,6510
79d2f0d2275aacd4e4e71a607a16f228,102,neutra,2115
79d2f0d2275aacd4e4e71a607a16f228,103,neutra,2418
79d2f0d2275aacd4e4e71a607a16f228,104,negativa,8527
79d2f0d2275aacd4e4e71a607a16f228,105,negativa,5304
79d2f0d2275aacd4e4e71a607a16f228,106,negativa,7845
79d2f0d2275aacd4e4e71a607a16f228,107,neutra,11373
79d2f0d2275aacd4e4e71a607a16f228,108,neutra,1189
79d2f0d2275aacd4e4e71a607a16f228,109,neutra,1288
79d2f0d2275aacd4e4e71a607a16f228,110,neutra,1668
79d2f0d2275aacd4e4e71a607a16f228,111,neutra,2007
79d2f0d2275aacd4e4e71a607a16f228,112,neutra,5669
79d2f0d2275aacd4e4e71a607a16f228,113,neutra,4170
79d2f0d2275aacd4e4e71a607a16f228,114,neutra,4830
79d2f0d2275aacd4e4e71a607a16f228,115,neutra,10640
79d2f0d2275aacd4e4e71a607a16f228,116,neutra,1303
79d2f0d2275aacd4e4e71a607a16f228,117,neutra,2958
79d2f0d2275aacd4e4e71a607a16f228,118,neutra,9267
