Participante,Ordem,Classificação,Tempo Gasto
77da0ef6622c18e6a245f2609d5fc04b,17,positiva,5.01
77da0ef6622c18e6a245f2609d5fc04b,18,neutra,4.41
77da0ef6622c18e6a245f2609d5fc04b,19,negativa,22.92
77da0ef6622c18e6a245f2609d5fc04b,20,negativa,14.76
77da0ef6622c18e6a245f2609d5fc04b,21,neutra,8.19
77da0ef6622c18e6a245f2609d5fc04b,22,negativa,4.64
77da0ef6622c18e6a245f2609d5fc04b,23,positiva,4.03
77da0ef6622c18e6a245f2609d5fc04b,24,positiva,9.52
77da0ef6622c18e6a245f2609d5fc04b,25,negativa,10.2
77da0ef6622c18e6a245f2609d5fc04b,26,neutra,19.03
77da0ef6622c18e6a245f2609d5fc04b,27,negativa,10.35
77da0ef6622c18e6a245f2609d5fc04b,28,negativa,4.26
77da0ef6622c18e6a245f2609d5fc04b,29,neutra,15.89
77da0ef6622c18e6a245f2609d5fc04b,30,negativa,10.53
77da0ef6622c18e6a245f2609d5fc04b,31,positiva,19.89
77da0ef6622c18e6a245f2609d5fc04b,32,positiva,6.49
77da0ef6622c18e6a245f2609d5fc04b,33,neutra,5.03
77da0ef6622c18e6a245f2609d5fc04b,34,positiva,2.24
77da0ef6622c18e6a245f2609d5fc04b,35,negativa,9.92
77da0ef6622c18e6a245f2609d5fc04b,36,negativa,15.54
77da0ef6622c18e6a245f2609d5fc04b,37,negativa,7.7
77da0ef6622c18e6a245f2609d5fc04b,38,neutra,5.51
77da0ef6622c18e6a245f2609d5fc04b,39,positiva,4.02
77da0ef6622c18e6a245f2609d5fc04b,40,neutra,10.48
77da0ef6622c18e6a245f2609d5fc04b,41,neutra,17.45
77da0ef6622c18e6a245f2609d5fc04b,42,neutra,2.88
77da0ef6622c18e6a245f2609d5fc04b,43,neutra,5.0
77da0ef6622c18e6a245f2609d5fc04b,44,neutra,13.13
77da0ef6622c18e6a245f2609d5fc04b,45,neutra,16.12
77da0ef6622c18e6a245f2609d5fc04b,46,negativa,3.55
77da0ef6622c18e6a245f2609d5fc04b,47,neutra,20.07
77da0ef6622c18e6a245f2609d5fc04b,48,negativa,7.26
77da0ef6622c18e6a245f2609d5fc04b,49,negativa,10.8
77da0ef6622c18e6a245f2609d5fc04b,50,negativa,5.67
77da0ef6622c18e6a245f2609d5fc04b,51,neutra,16.4
77da0ef6622c18e6a245f2609d5fc04b,52,negativa,24.56
77da0ef6622c18e6a245f2609d5fc04b,53,positiva,6.37
77da0ef6622c18e6a245f2609d5fc04b,54,negativa,10.36
77da0ef6622c18e6a245f2609d5fc04b,55,positiva,11.6
77da0ef6622c18e6a245f2609d5fc04b,56,positiva,2.04
77da0ef6622c18e6a245f2609d5fc04b,57,negativa,17.13
77da0ef6622c18e6a245f2609d5fc04b,58,positiva,3.24
77da0ef6622c18e6a245f2609d5fc04b,59,negativa,13.28
77da0ef6622c18e6a245f2609d5fc04b,60,positiva,22.3
77da0ef6622c18e6a245f2609d5fc04b,61,neutra,6.0
77da0ef6622c18e6a245f2609d5fc04b,62,neutra,15.39
77da0ef6622c18e6a245f2609d5fc04b,63,negativa,4.09
77da0ef6622c18e6a245f2609d5fc04b,64,negativa,3.48
77da0ef6622c18e6a245f2609d5fc04b,65,neutra,17.64
77da0ef6622c18e6a245f2609d5fc04b,66,negativa,2.96
77da0ef6622c18e6a245f2609d5fc04b,67,positiva,9.48
77da0ef6622c18e6a245f2609d5fc04b,68,negativa,7.76
77da0ef6622c18e6a245f2609d5fc04b,69,positiva,4.42
77da0ef6622c18e6a245f2609d5fc04b,70,negativa,5.82
77da0ef6622c18e6a245f2609d5fc04b,71,neutra,7.94
77da0ef6622c18e6a245f2609d5fc04b,72,positiva,19.94
77da0ef6622c18e6a245f2609d5fc04b,73,neutra,6.98
77da0ef6622c18e6a245f2609d5fc04b,74,neutra,4.6
77da0ef6622c18e6a245f2609d5fc04b,75,negativa,15.52
77da0ef6622c18e6a245f2609d5fc04b,76,positiva,12.13
77da0ef6622c18e6a245f2609d5fc04b,77,negativa,7.9
77da0ef6622c18e6a245f2609d5fc04b,78,negativa,5.0
77da0ef6622c18e6a245f2609d5fc04b,79,positiva,4.41
77da0ef6622c18e6a245f2609d5fc04b,80,positiva,11.48
77da0ef6622c18e6a245f2609d5fc04b,81,neutra,10.39
77da0ef6622c18e6a245f2609d5fc04b,82,positiva,6.49
77da0ef6622c18e6a245f2609d5fc04b,83,negativa,16.02
77da0ef6622c18e6a245f2609d5fc04b,84,neutra,12.7
77da0ef6622c18e6a245f2609d5fc04b,85,neutra,6.14
77da0ef6622c18e6a245f2609d5fc04b,86,neutra,3.7
77da0ef6622c18e6a245f2609d5fc04b,87,positiva,14.15
77da0ef6622c18e6a245f2609d5fc04b,88,positiva,8.09
77da0ef6622c18e6a245f2609d5fc04b,89,negativa,3.84
77da0ef6622c18e6a245f2609d5fc04b,90,neutra,11.75
77da0ef6622c18e6a245f2609d5fc04b,91,positiva,7.95
77da0ef6622c18e6a245f2609d5fc04b,92,negativa,4.04
77da0ef6622c18e6a245f2609d5fc04b,93,neutra,4.49
77da0ef6622c18e6a245f2609d5fc04b,94,positiva,8.02
77da0ef6622c18e6a245f2609d5fc04b,95,negativa,3.2
77da0ef6622c18e6a245f2609d5fc04b,96,negativa,2.61
77da0ef6622c18e6a245f2609d5fc04b,97,positiva,6.81
77da0ef6622c18e6a245f2609d5fc04b,98,negativa,6.71
77da0ef6622c18e6a245f2609d5fc04b,99,positiva,5.75
77da0ef6622c18e6a245f2609d5fc04b,100,negativa,13.3
77da0ef6622c18e6a245f2609d5fc04b,101,positiva,17.01
77da0ef6622c18e6a245f2609d5fc04b,102,positiva,8.17
77da0ef6622c18e6a245f2609d5fc04b,103,neutra,8.98
77da0ef6622c18e6a245f2609d5fc04b,104,positiva,5.64
77da0ef6622c18e6a245f2609d5fc04b,105,negativa,9.35
77da0ef6622c18e6a245f2609d5fc04b,106,positiva,8.12
77da0ef6622c18e6a245f2609d5fc04b,107,positiva,25.54
77da0ef6622c18e6a245f2609d5fc04b,108,negativa,9.76
77da0ef6622c18e6a245f2609d5fc04b,109,negativa,11.46
77da0ef6622c18e6a245f2609d5fc04b,110,neutra,14.35
77da0ef6622c18e6a245f2609d5fc04b,111,positiva,10.4
77da0ef6622c18e6a245f2609d5fc04b,112,negativa,3.33
77da0ef6622c18e6a245f2609d5fc04b,113,neutra,12.0
77da0ef6622c18e6a245f2609d5fc04b,114,negativa,13.71
77da0ef6622c18e6a245f2609d5fc04b,115,negativa,14.96
77da0ef6622c18e6a245f2609d5fc04b,116,negativa,10.06
77da0ef6622c18e6a245f2609d5fc04b,117,positiva,5.05
77da0ef6622c18e6a245f2609d5fc04b,118,positiva,16.16
77da0ef6622c18e6a245f2609d5fc04b,119,positiva,10.48
77da0ef6622c18e6a245f2609d5fc04b,120,neutra,10.37
77da0ef6622c18e6a245f2609d5fc04b,121,positiva,4.17
77da0ef6622c18e6a245f2609d5fc04b,122,neutra,10.13
77da0ef6622c18e6a245f2609d5fc04b,123,negativa,3.03
77da0ef6622c18e6a245f2609d5fc04b,124,neutra,7.23
77da0ef6622c18e6a245f2609d5fc04b,125,positiva,1.89
77da0ef6622c18e6a245f2609d5fc04b,126,negativa,4.6
77da0ef6622c18e6a245f2609d5fc04b,127,positiva,6.12
77da0ef6622c18e6a245f2609d5fc04b,128,positiva,6.75
77da0ef6622c18e6a245f2609d5fc04b,129,positiva,4.04
77da0ef6622c18e6a245f2609d5fc04b,130,positiva,3.72
77da0ef6622c18e6a245f2609d5fc04b,131,neutra,4.96
77da0ef6622c18e6a245f2609d5fc04b,132,neutra,6.11
77da0ef6622c18e6a245f2609d5fc04b,133,neutra,8.96
77da0ef6622c18e6a245f2609d5fc04b,134,negativa,16.07
77da0ef6622c18e6a245f2609d5fc04b,135,positiva,5.7
77da0ef6622c18e6a245f2609d5fc04b,136,positiva,12.72
77da0ef6622c18e6a245f2609d5fc04b,137,positiva,3.5
77da0ef6622c18e6a245f2609d5fc04b,138,positiva,2.76
77da0ef6622c18e6a245f2609d5fc04b,139,neutra,5.51
77da0ef6622c18e6a245f2609d5fc04b,140,positiva,4.0
77da0ef6622c18e6a245f2609d5fc04b,141,negativa,13.03
77da0ef6622c18e6a245f2609d5fc04b,142,neutra,3.51
77da0ef6622c18e6a245f2609d5fc04b,143,neutra,4.47
77da0ef6622c18e6a245f2609d5fc04b,144,positiva,14.81
77da0ef6622c18e6a245f2609d5fc04b,145,positiva,4.9
77da0ef6622c18e6a245f2609d5fc04b,146,neutra,7.36
77da0ef6622c18e6a245f2609d5fc04b,147,negativa,2.81
77da0ef6622c18e6a245f2609d5fc04b,148,positiva,12.78
77da0ef6622c18e6a245f2609d5fc04b,149,positiva,8.62
77da0ef6622c18e6a245f2609d5fc04b,150,neutra,17.28
3a0cd35db2a4fa84a4b19ede754e2953,1,neutra,9.13
3a0cd35db2a4fa84a4b19ede754e2953,2,positiva,31.34
3a0cd35db2a4fa84a4b19ede754e2953,3,positiva,10.45
3a0cd35db2a4fa84a4b19ede754e2953,4,positiva,12.98
3a0cd35db2a4fa84a4b19ede754e2953,5,positiva,11.84
3a0cd35db2a4fa84a4b19ede754e2953,6,negativa,39.04
3a0cd35db2a4fa84a4b19ede754e2953,7,neutra,4.4
3a0cd35db2a4fa84a4b19ede754e2953,8,positiva,5.66
3a0cd35db2a4fa84a4b19ede754e2953,9,neutra,4.8
3a0cd35db2a4fa84a4b19ede754e2953,10,positiva,11.49
3a0cd35db2a4fa84a4b19ede754e2953,11,positiva,6.52
3a0cd35db2a4fa84a4b19ede754e2953,12,positiva,60.95
3a0cd35db2a4fa84a4b19ede754e2953,13,negativa,14.45
3a0cd35db2a4fa84a4b19ede754e2953,14,negativa,6.09
3a0cd35db2a4fa84a4b19ede754e2953,15,neutra,10.71
3a0cd35db2a4fa84a4b19ede754e2953,16,positiva,17.13
3a0cd35db2a4fa84a4b19ede754e2953,17,positiva,4.34
3a0cd35db2a4fa84a4b19ede754e2953,18,neutra,10.14
3a0cd35db2a4fa84a4b19ede754e2953,19,positiva,16.72
3a0cd35db2a4fa84a4b19ede754e2953,20,negativa,16.5
3a0cd35db2a4fa84a4b19ede754e2953,21,positiva,10.29
3a0cd35db2a4fa84a4b19ede754e2953,22,positiva,4.58
3a0cd35db2a4fa84a4b19ede754e2953,23,positiva,5.54
3a0cd35db2a4fa84a4b19ede754e2953,24,positiva,7.34
3a0cd35db2a4fa84a4b19ede754e2953,25,negativa,18.74
3a0cd35db2a4fa84a4b19ede754e2953,26,neutra,12.59
3a0cd35db2a4fa84a4b19ede754e2953,27,negativa,7.76
3a0cd35db2a4fa84a4b19ede754e2953,28,negativa,5.3
3a0cd35db2a4fa84a4b19ede754e2953,29,positiva,8.41
3a0cd35db2a4fa84a4b19ede754e2953,30,negativa,11.68
3a0cd35db2a4fa84a4b19ede754e2953,31,neutra,18.15
3a0cd35db2a4fa84a4b19ede754e2953,32,positiva,15.05
3a0cd35db2a4fa84a4b19ede754e2953,33,neutra,9.04
3a0cd35db2a4fa84a4b19ede754e2953,34,positiva,2.9
3a0cd35db2a4fa84a4b19ede754e2953,35,negativa,20.84
3a0cd35db2a4fa84a4b19ede754e2953,36,negativa,5.39
3a0cd35db2a4fa84a4b19ede754e2953,37,negativa,10.74
3a0cd35db2a4fa84a4b19ede754e2953,38,neutra,4.12
3a0cd35db2a4fa84a4b19ede754e2953,39,positiva,9.99
3a0cd35db2a4fa84a4b19ede754e2953,40,positiva,7.27
3a0cd35db2a4fa84a4b19ede754e2953,41,neutra,13.02
3a0cd35db2a4fa84a4b19ede754e2953,42,negativa,6.47
3a0cd35db2a4fa84a4b19ede754e2953,43,neutra,20.6
3a0cd35db2a4fa84a4b19ede754e2953,44,positiva,35.2
3a0cd35db2a4fa84a4b19ede754e2953,45,neutra,10.13
3a0cd35db2a4fa84a4b19ede754e2953,46,positiva,5.74
3a0cd35db2a4fa84a4b19ede754e2953,47,neutra,10.23
3a0cd35db2a4fa84a4b19ede754e2953,48,positiva,7.46
3a0cd35db2a4fa84a4b19ede754e2953,49,neutra,11.14
3a0cd35db2a4fa84a4b19ede754e2953,50,neutra,12.17
3a0cd35db2a4fa84a4b19ede754e2953,51,positiva,8.24
3a0cd35db2a4fa84a4b19ede754e2953,52,negativa,24.48
3a0cd35db2a4fa84a4b19ede754e2953,53,neutra,10.51
3a0cd35db2a4fa84a4b19ede754e2953,54,negativa,24.44
3a0cd35db2a4fa84a4b19ede754e2953,55,positiva,36.6
3a0cd35db2a4fa84a4b19ede754e2953,56,positiva,4.6
3a0cd35db2a4fa84a4b19ede754e2953,57,negativa,4.62
3a0cd35db2a4fa84a4b19ede754e2953,58,neutra,31.95
3a0cd35db2a4fa84a4b19ede754e2953,59,positiva,6.7
3a0cd35db2a4fa84a4b19ede754e2953,60,negativa,8.91
3a0cd35db2a4fa84a4b19ede754e2953,61,positiva,14.08
3a0cd35db2a4fa84a4b19ede754e2953,62,neutra,8.38
3a0cd35db2a4fa84a4b19ede754e2953,63,negativa,22.08
3a0cd35db2a4fa84a4b19ede754e2953,64,negativa,4.64
3a0cd35db2a4fa84a4b19ede754e2953,65,negativa,29.55
3a0cd35db2a4fa84a4b19ede754e2953,66,negativa,2.18
3a0cd35db2a4fa84a4b19ede754e2953,67,positiva,4.62
3a0cd35db2a4fa84a4b19ede754e2953,68,neutra,11.81
3a0cd35db2a4fa84a4b19ede754e2953,69,positiva,3.74
3a0cd35db2a4fa84a4b19ede754e2953,70,neutra,20.14
3a0cd35db2a4fa84a4b19ede754e2953,71,negativa,17.73
3a0cd35db2a4fa84a4b19ede754e2953,72,negativa,1087.94
3a0cd35db2a4fa84a4b19ede754e2953,73,negativa,9.87
3a0cd35db2a4fa84a4b19ede754e2953,74,negativa,10.07
3a0cd35db2a4fa84a4b19ede754e2953,75,negativa,6.96
3a0cd35db2a4fa84a4b19ede754e2953,76,positiva,9.61
3a0cd35db2a4fa84a4b19ede754e2953,77,positiva,8.64
3a0cd35db2a4fa84a4b19ede754e2953,78,negativa,6.7
3a0cd35db2a4fa84a4b19ede754e2953,79,positiva,22.59
3a0cd35db2a4fa84a4b19ede754e2953,80,neutra,8.1
3a0cd35db2a4fa84a4b19ede754e2953,81,positiva,7.53
3a0cd35db2a4fa84a4b19ede754e2953,82,positiva,2.35
3a0cd35db2a4fa84a4b19ede754e2953,83,negativa,6.32
3a0cd35db2a4fa84a4b19ede754e2953,84,neutra,8.63
3a0cd35db2a4fa84a4b19ede754e2953,85,neutra,17.72
3a0cd35db2a4fa84a4b19ede754e2953,86,neutra,3.38
3a0cd35db2a4fa84a4b19ede754e2953,87,positiva,11.23
3a0cd35db2a4fa84a4b19ede754e2953,88,positiva,9.88
3a0cd35db2a4fa84a4b19ede754e2953,89,neutra,18.19
3a0cd35db2a4fa84a4b19ede754e2953,90,positiva,4.64
3a0cd35db2a4fa84a4b19ede754e2953,91,negativa,5.29
3a0cd35db2a4fa84a4b19ede754e2953,92,neutra,19.73
3a0cd35db2a4fa84a4b19ede754e2953,93,negativa,4.8
3a0cd35db2a4fa84a4b19ede754e2953,94,positiva,9.09
3a0cd35db2a4fa84a4b19ede754e2953,95,neutra,4.74
3a0cd35db2a4fa84a4b19ede754e2953,96,negativa,14.47
3a0cd35db2a4fa84a4b19ede754e2953,97,positiva,2.5
3a0cd35db2a4fa84a4b19ede754e2953,98,negativa,5.57
3a0cd35db2a4fa84a4b19ede754e2953,99,positiva,6.61
3a0cd35db2a4fa84a4b19ede754e2953,100,positiva,10.69
3a0cd35db2a4fa84a4b19ede754e2953,101,neutra,7.14
3a0cd35db2a4fa84a4b19ede754e2953,102,positiva,9.06
3a0cd35db2a4fa84a4b19ede754e2953,103,neutra,5.27
3a0cd35db2a4fa84a4b19ede754e2953,104,positiva,14.5
3a0cd35db2a4fa84a4b19ede754e2953,105,neutra,7.94
3a0cd35db2a4fa84a4b19ede754e2953,106,positiva,13.43
3a0cd35db2a4fa84a4b19ede754e2953,107,neutra,15.35
3a0cd35db2a4fa84a4b19ede754e2953,108,positiva,3.45
3a0cd35db2a4fa84a4b19ede754e2953,109,negativa,10.18
3a0cd35db2a4fa84a4b19ede754e2953,110,negativa,9.31
3a0cd35db2a4fa84a4b19ede754e2953,111,positiva,4.98
3a0cd35db2a4fa84a4b19ede754e2953,112,neutra,2.49
3a0cd35db2a4fa84a4b19ede754e2953,113,positiva,7.16
3a0cd35db2a4fa84a4b19ede754e2953,114,positiva,5.18
3a0cd35db2a4fa84a4b19ede754e2953,115,negativa,4.3
3a0cd35db2a4fa84a4b19ede754e2953,116,negativa,6.89
3a0cd35db2a4fa84a4b19ede754e2953,117,positiva,8.34
3a0cd35db2a4fa84a4b19ede754e2953,118,positiva,10.83
3a0cd35db2a4fa84a4b19ede754e2953,119,positiva,5.0
3a0cd35db2a4fa84a4b19ede754e2953,120,neutra,7.81
3a0cd35db2a4fa84a4b19ede754e2953,121,positiva,10.53
3a0cd35db2a4fa84a4b19ede754e2953,122,positiva,3.9
3a0cd35db2a4fa84a4b19ede754e2953,123,positiva,2.7
3a0cd35db2a4fa84a4b19ede754e2953,124,positiva,9.83
3a0cd35db2a4fa84a4b19ede754e2953,125,positiva,4.43
3a0cd35db2a4fa84a4b19ede754e2953,126,negativa,9.65
3a0cd35db2a4fa84a4b19ede754e2953,127,negativa,5.9
3a0cd35db2a4fa84a4b19ede754e2953,128,positiva,8.99
3a0cd35db2a4fa84a4b19ede754e2953,129,positiva,5.55
3a0cd35db2a4fa84a4b19ede754e2953,130,positiva,7.79
3a0cd35db2a4fa84a4b19ede754e2953,131,negativa,6.72
3a0cd35db2a4fa84a4b19ede754e2953,132,neutra,4.49
3a0cd35db2a4fa84a4b19ede754e2953,133,negativa,8.46
3a0cd35db2a4fa84a4b19ede754e2953,134,neutra,7.52
3a0cd35db2a4fa84a4b19ede754e2953,135,positiva,17.14
3a0cd35db2a4fa84a4b19ede754e2953,136,negativa,12.88
3a0cd35db2a4fa84a4b19ede754e2953,137,positiva,5.02
3a0cd35db2a4fa84a4b19ede754e2953,138,positiva,4.27
3a0cd35db2a4fa84a4b19ede754e2953,139,positiva,8.14
3a0cd35db2a4fa84a4b19ede754e2953,140,positiva,3.87
3a0cd35db2a4fa84a4b19ede754e2953,141,negativa,3.82
3a0cd35db2a4fa84a4b19ede754e2953,142,positiva,13.95
3a0cd35db2a4fa84a4b19ede754e2953,143,positiva,2.33
3a0cd35db2a4fa84a4b19ede754e2953,144,positiva,12.18
3a0cd35db2a4fa84a4b19ede754e2953,145,positiva,5.84
3a0cd35db2a4fa84a4b19ede754e2953,146,neutra,5.59
3a0cd35db2a4fa84a4b19ede754e2953,147,negativa,11.21
3a0cd35db2a4fa84a4b19ede754e2953,148,positiva,3.48
3a0cd35db2a4fa84a4b19ede754e2953,149,positiva,5.74
3a0cd35db2a4fa84a4b19ede754e2953,150,positiva,7.88
9037fe439ea10b56b79a4b1eae218c2f,1,neutra,10.8
9037fe439ea10b56b79a4b1eae218c2f,2,positiva,10.3
9037fe439ea10b56b79a4b1eae218c2f,3,positiva,3.21
9037fe439ea10b56b79a4b1eae218c2f,4,positiva,15.54
9037fe439ea10b56b79a4b1eae218c2f,5,positiva,7.56
9037fe439ea10b56b79a4b1eae218c2f,6,negativa,5.0
9037fe439ea10b56b79a4b1eae218c2f,7,neutra,2.85
9037fe439ea10b56b79a4b1eae218c2f,8,positiva,6.31
9037fe439ea10b56b79a4b1eae218c2f,9,neutra,2.95
9037fe439ea10b56b79a4b1eae218c2f,10,positiva,7.02
9037fe439ea10b56b79a4b1eae218c2f,11,positiva,3.12
9037fe439ea10b56b79a4b1eae218c2f,12,positiva,23.51
9037fe439ea10b56b79a4b1eae218c2f,13,negativa,3.11
9037fe439ea10b56b79a4b1eae218c2f,14,negativa,4.38
9037fe439ea10b56b79a4b1eae218c2f,15,neutra,10.24
9037fe439ea10b56b79a4b1eae218c2f,16,positiva,13.42
9037fe439ea10b56b79a4b1eae218c2f,17,positiva,6.06
9037fe439ea10b56b79a4b1eae218c2f,18,neutra,7.42
9037fe439ea10b56b79a4b1eae218c2f,19,positiva,7.92
9037fe439ea10b56b79a4b1eae218c2f,20,negativa,5.05
9037fe439ea10b56b79a4b1eae218c2f,21,neutra,8.73
9037fe439ea10b56b79a4b1eae218c2f,22,negativa,7.53
9037fe439ea10b56b79a4b1eae218c2f,23,positiva,6.66
9037fe439ea10b56b79a4b1eae218c2f,24,positiva,4.36
9037fe439ea10b56b79a4b1eae218c2f,25,negativa,7.8
9037fe439ea10b56b79a4b1eae218c2f,26,positiva,18.06
9037fe439ea10b56b79a4b1eae218c2f,27,negativa,4.49
9037fe439ea10b56b79a4b1eae218c2f,28,negativa,7.3
9037fe439ea10b56b79a4b1eae218c2f,29,positiva,32.99
9037fe439ea10b56b79a4b1eae218c2f,30,negativa,7.82
9037fe439ea10b56b79a4b1eae218c2f,31,neutra,31.56
9037fe439ea10b56b79a4b1eae218c2f,32,positiva,8.94
9037fe439ea10b56b79a4b1eae218c2f,33,neutra,6.64
9037fe439ea10b56b79a4b1eae218c2f,34,positiva,2.08
9037fe439ea10b56b79a4b1eae218c2f,35,negativa,7.3
9037fe439ea10b56b79a4b1eae218c2f,36,negativa,3.61
9037fe439ea10b56b79a4b1eae218c2f,37,negativa,7.48
9037fe439ea10b56b79a4b1eae218c2f,38,positiva,4.47
9037fe439ea10b56b79a4b1eae218c2f,39,positiva,2.39
9037fe439ea10b56b79a4b1eae218c2f,40,neutra,8.49
9037fe439ea10b56b79a4b1eae218c2f,41,negativa,18.3
9037fe439ea10b56b79a4b1eae218c2f,42,negativa,8.12
9037fe439ea10b56b79a4b1eae218c2f,43,neutra,8.34
9037fe439ea10b56b79a4b1eae218c2f,44,negativa,4.96
9037fe439ea10b56b79a4b1eae218c2f,45,neutra,12.44
9037fe439ea10b56b79a4b1eae218c2f,46,positiva,4.73
9037fe439ea10b56b79a4b1eae218c2f,47,neutra,4.2
9037fe439ea10b56b79a4b1eae218c2f,48,neutra,5.64
9037fe439ea10b56b79a4b1eae218c2f,49,negativa,20.03
9037fe439ea10b56b79a4b1eae218c2f,50,negativa,5.54
9037fe439ea10b56b79a4b1eae218c2f,51,neutra,10.4
9037fe439ea10b56b79a4b1eae218c2f,52,neutra,9.6
9037fe439ea10b56b79a4b1eae218c2f,53,positiva,3.85
9037fe439ea10b56b79a4b1eae218c2f,54,negativa,5.39
9037fe439ea10b56b79a4b1eae218c2f,55,positiva,9.39
9037fe439ea10b56b79a4b1eae218c2f,56,positiva,2.29
9037fe439ea10b56b79a4b1eae218c2f,57,negativa,10.42
9037fe439ea10b56b79a4b1eae218c2f,58,positiva,32.54
9037fe439ea10b56b79a4b1eae218c2f,59,neutra,6.54
9037fe439ea10b56b79a4b1eae218c2f,60,positiva,7.06
9037fe439ea10b56b79a4b1eae218c2f,61,positiva,3.6
9037fe439ea10b56b79a4b1eae218c2f,62,neutra,7.41
9037fe439ea10b56b79a4b1eae218c2f,63,negativa,3.33
9037fe439ea10b56b79a4b1eae218c2f,64,negativa,2.74
9037fe439ea10b56b79a4b1eae218c2f,65,negativa,7.44
9037fe439ea10b56b79a4b1eae218c2f,66,negativa,1.85
9037fe439ea10b56b79a4b1eae218c2f,67,neutra,6.32
9037fe439ea10b56b79a4b1eae218c2f,68,negativa,5.16
9037fe439ea10b56b79a4b1eae218c2f,69,positiva,3.37
9037fe439ea10b56b79a4b1eae218c2f,70,neutra,3.5
9037fe439ea10b56b79a4b1eae218c2f,71,neutra,7.21
9037fe439ea10b56b79a4b1eae218c2f,72,negativa,21.12
9037fe439ea10b56b79a4b1eae218c2f,73,neutra,6.78
9037fe439ea10b56b79a4b1eae218c2f,74,neutra,4.29
9037fe439ea10b56b79a4b1eae218c2f,75,neutra,8.97
9037fe439ea10b56b79a4b1eae218c2f,76,positiva,3.86
9037fe439ea10b56b79a4b1eae218c2f,77,negativa,7.77
9037fe439ea10b56b79a4b1eae218c2f,78,negativa,2.78
9037fe439ea10b56b79a4b1eae218c2f,79,positiva,4.66
9037fe439ea10b56b79a4b1eae218c2f,80,positiva,5.16
9037fe439ea10b56b79a4b1eae218c2f,81,neutra,3.88
9037fe439ea10b56b79a4b1eae218c2f,82,neutra,9.15
9037fe439ea10b56b79a4b1eae218c2f,83,positiva,11.02
9037fe439ea10b56b79a4b1eae218c2f,84,neutra,8.84
9037fe439ea10b56b79a4b1eae218c2f,85,neutra,6.37
9037fe439ea10b56b79a4b1eae218c2f,86,neutra,2.2
9037fe439ea10b56b79a4b1eae218c2f,87,neutra,9.73
9037fe439ea10b56b79a4b1eae218c2f,88,positiva,6.21
9037fe439ea10b56b79a4b1eae218c2f,89,negativa,3.43
9037fe439ea10b56b79a4b1eae218c2f,90,positiva,11.21
9037fe439ea10b56b79a4b1eae218c2f,91,positiva,2.9
9037fe439ea10b56b79a4b1eae218c2f,92,neutra,6.52
9037fe439ea10b56b79a4b1eae218c2f,93,positiva,2.97
9037fe439ea10b56b79a4b1eae218c2f,94,positiva,5.76
9037fe439ea10b56b79a4b1eae218c2f,95,negativa,6.49
9037fe439ea10b56b79a4b1eae218c2f,96,neutra,4.37
9037fe439ea10b56b79a4b1eae218c2f,97,positiva,2.56
9037fe439ea10b56b79a4b1eae218c2f,98,negativa,9.7
9037fe439ea10b56b79a4b1eae218c2f,99,positiva,3.28
9037fe439ea10b56b79a4b1eae218c2f,100,neutra,34.74
9037fe439ea10b56b79a4b1eae218c2f,101,neutra,10.31
9037fe439ea10b56b79a4b1eae218c2f,102,positiva,4.75
9037fe439ea10b56b79a4b1eae218c2f,103,negativa,5.29
9037fe439ea10b56b79a4b1eae218c2f,104,positiva,148.03
9037fe439ea10b56b79a4b1eae218c2f,105,negativa,9.3
9037fe439ea10b56b79a4b1eae218c2f,106,positiva,4.16
9037fe439ea10b56b79a4b1eae218c2f,107,positiva,6.21
9037fe439ea10b56b79a4b1eae218c2f,108,negativa,7.16
9037fe439ea10b56b79a4b1eae218c2f,109,negativa,5.33
9037fe439ea10b56b79a4b1eae218c2f,110,negativa,5.77
9037fe439ea10b56b79a4b1eae218c2f,111,positiva,15.48
9037fe439ea10b56b79a4b1eae218c2f,112,negativa,2.64
9037fe439ea10b56b79a4b1eae218c2f,113,neutra,8.76
9037fe439ea10b56b79a4b1eae218c2f,114,negativa,8.12
9037fe439ea10b56b79a4b1eae218c2f,115,negativa,7.7
9037fe439ea10b56b79a4b1eae218c2f,116,negativa,5.6
9037fe439ea10b56b79a4b1eae218c2f,117,positiva,7.88
9037fe439ea10b56b79a4b1eae218c2f,118,positiva,8.6
9037fe439ea10b56b79a4b1eae218c2f,119,positiva,3.92
9037fe439ea10b56b79a4b1eae218c2f,120,negativa,2.88
9037fe439ea10b56b79a4b1eae218c2f,121,positiva,2.13
9037fe439ea10b56b79a4b1eae218c2f,122,negativa,5.06
9037fe439ea10b56b79a4b1eae218c2f,123,positiva,3.37
9037fe439ea10b56b79a4b1eae218c2f,124,neutra,4.83
9037fe439ea10b56b79a4b1eae218c2f,125,positiva,1.91
9037fe439ea10b56b79a4b1eae218c2f,126,negativa,7.22
9037fe439ea10b56b79a4b1eae218c2f,127,positiva,6.25
9037fe439ea10b56b79a4b1eae218c2f,128,positiva,5.24
9037fe439ea10b56b79a4b1eae218c2f,129,neutra,3.34
9037fe439ea10b56b79a4b1eae218c2f,130,positiva,5.82
9037fe439ea10b56b79a4b1eae218c2f,131,neutra,3.82
9037fe439ea10b56b79a4b1eae218c2f,132,neutra,4.99
9037fe439ea10b56b79a4b1eae218c2f,133,neutra,8.17
9037fe439ea10b56b79a4b1eae218c2f,134,negativa,7.15
