ItemNumber, cla_maj_femi, qtd_maj_femi, cla_maj_masc, qtd_maj_masc, f1_class, f2_class, f3_class, f4_class, m1_class, m2_class, m3_class, m4_class, f1_tempo, f2_tempo, f3_tempo, f4_tempo, m1_tempo, m2_tempo, m3_tempo, m4_tempo
      1204, neutra      ,            3, neutra      ,            3, neutra  , neutra  , negativa, neutra  , neutra  , neutra  , neutra  , positiva,    4.086,    2.184,    7.526,    6.634,    7.177,    2.678,    8.216,    4.079
      1205, neutra      ,            3, neutra      ,            3, neutra  , negativa, neutra  , neutra  , neutra  , neutra  , negativa, neutra  ,    2.919,   14.725,   19.894,    8.185,    8.663,    4.792,    6.1  ,   11.534
      1206, negativa    ,            2, neutra      ,            2, negativa, neutra  , negativa, neutra  , neutra  , neutra  , negativa, negativa,    3.936,    2.891,    6.707,  141.629,    9.966,    2.519,   43.159,    7.358
      1207, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    4.254,    7.63 ,    9.743,    8.171,   70.816,    5.848,    9.284,   14.153
      1208, positiva    ,            2, neutra      ,            2, positiva, neutra  , neutra  , positiva, neutra  , negativa, negativa, neutra  ,    3.82 ,    2.669,   18.642,    8.727,    9.934,    5.766,    5.332,   10.07
      1209, positiva    ,            3, positiva    ,            3, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, negativa,    6.139,    5.199,    6.122,    7.571,    8.03 ,    2.896,    8.484,   12.759
      1210, negativa    ,            3, negativa    ,            3, negativa, neutra  , negativa, negativa, negativa, negativa, negativa, neutra  ,    6.791,    3.875,    6.359,    7.721,    9.18 ,    5.27 ,    5.782,    9.247
      1211, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    5.103,    4.796,    6.855,    4.116,   16.055,    3.054,   33.346,    3.474
      1212, negativa    ,            3, negativa    ,            4, negativa, neutra  , negativa, negativa, negativa, negativa, negativa, negativa,   10.88 ,    7.91 ,   11.129,   17.636,   17.0  ,    3.248,    5.3  ,    9.071
      1213, positiva    ,            3, neutra      ,            2, positiva, neutra  , positiva, positiva, positiva, neutra  , negativa, neutra  ,    6.706,    2.071,   11.313,    8.175,   13.05 ,    4.539,   10.131,    5.252
      1214, positiva    ,            3, positiva    ,            3, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, neutra  ,    6.273,    3.672,    6.024,    5.263,   10.61 ,    2.786,    5.615,    4.502
      1215, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    5.622,    4.431,    6.391,   10.053,   10.886,    3.967,    7.449,    4.301
      1216, neutra      ,            3, neutra      ,            2, negativa, neutra  , neutra  , neutra  , neutra  , positiva, neutra  , positiva,   17.155,    5.315,   12.049,   10.397,   10.71 ,    3.142,    7.447,    6.635
      1217, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    3.703,    2.301,    3.62 ,    3.175,    4.824,    2.016,    3.265,    4.445
      1218, negativa    ,            3, negativa    ,            4, negativa, neutra  , negativa, negativa, negativa, negativa, negativa, negativa,    3.319,    5.261,    3.05 ,    9.92 ,    4.633,    2.12 ,    2.883,    6.561
      1219, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    3.753,    3.756,    6.557,    7.107,   12.038,    1.575,    7.282,    3.601
      1220, neutra      ,            2, negativa    ,            3, neutra  , neutra  , positiva, positiva, positiva, negativa, negativa, negativa,  147.952,    7.501,   16.321,   18.397,   14.835,    2.679,    4.682,    6.101
      1221, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   11.718,    9.836,    9.643,   10.882,   11.87 ,    4.446,    7.216,    7.586
      1222, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    8.02 ,    3.818,    9.277,    8.422,   13.918,    3.584,    9.95 ,   14.331
      1223, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   11.896,    4.626,    5.037,    5.172,   12.06 ,    2.704,    3.832,   15.925
      1224, negativa    ,            3, negativa    ,            3, negativa, negativa, positiva, negativa, neutra  , negativa, negativa, negativa,    8.726,   10.671,   32.557,   20.585,   25.055,    7.661,    7.682,   22.845
      1225, positiva    ,            2, neutra      ,            3, positiva, neutra  , positiva, neutra  , neutra  , positiva, neutra  , neutra  ,    8.194,    2.177,    7.175,    8.728,    7.159,    5.857,   21.591,   66.21
      1226, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    3.915,    1.521,    3.352,    3.916,    5.436,    1.367,    6.161,    4.964
      1227, neutra      ,            4, neutra      ,            2, neutra  , neutra  , neutra  , neutra  , neutra  , positiva, neutra  , negativa,    7.728,    2.583,    6.141,    7.504,    7.525,    2.654,    6.832,    6.352
      1228, positiva    ,            3, positiva    ,            3, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, neutra  ,    3.52 ,    2.607,    3.785,    3.82 ,    8.711,    3.144,    3.716,    7.587
      1229, negativa    ,            2, negativa    ,            4, negativa, neutra  , negativa, neutra  , negativa, negativa, negativa, negativa,   15.266,    4.029,   23.632,   10.551,   16.227,   24.774,    5.417,    7.088
      1230, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   11.711,   18.731,    8.27 ,    9.189,   14.922,   27.312,    7.299,  106.101
      1231, positiva    ,            2, neutra      ,            2, positiva, neutra  , positiva, neutra  , neutra  , neutra  , positiva, negativa,    8.908,    5.115,    6.471,    6.813,   18.42 ,    3.695,    5.098,    6.576
      1232, neutra      ,            3, positiva    ,            2, negativa, neutra  , neutra  , neutra  , positiva, positiva, negativa, negativa,    3.986,    2.007,   20.461,   12.518,   12.157,    2.944,    3.214,    6.682
      1233, positiva    ,            2, neutra      ,            3, positiva, neutra  , positiva, neutra  , positiva, neutra  , neutra  , neutra  ,    5.903,    2.467,    6.942,    5.106,   16.606,    5.439,    7.999,   15.979
      1234, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,   10.261,    4.554,   11.397,   10.955,   22.743,    9.465,    9.134,   41.232
      1235, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    5.589,    6.787,    5.74 ,    5.793,    7.148,    2.847,    4.966,    8.275
      1236, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    2.95 ,    2.021,    3.687,    6.208,    4.223,    1.992,    2.931,    3.896
      1237, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , positiva,    6.374,    3.201,    6.656,    4.754,    8.179,    3.718,    4.183,    3.23
      1238, negativa    ,            3, negativa    ,            4, negativa, neutra  , negativa, negativa, negativa, negativa, negativa, negativa,    3.678,    3.885,    3.836,    7.906,    6.643,    3.71 ,    4.116,    3.545
      1239, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , positiva, neutra  , neutra  ,   11.379,    2.825,    8.661,    7.456,   18.454,    3.704,   26.986,   10.084
      1240, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    2.765,    1.957,    2.801,   11.798,    4.146,    2.343,    2.415,  109.254
      1241, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    2.381,    1.573,    2.25 ,    2.723,    3.272,    1.102,    2.066,    1.706
      1242, positiva    ,            3, positiva    ,            4, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, positiva,    5.452,    4.973,    5.473,   23.925,   17.079,    2.975,    3.966,    4.156
      1243, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , negativa,    9.608,    4.435,    8.728,   10.404,    8.686,    3.674,    6.863,   10.204
      1244, negativa    ,            3, negativa    ,            2, negativa, negativa, neutra  , negativa, negativa, negativa, positiva, positiva,    7.687,    7.466,   19.353,    8.848,   34.442,    5.686,    9.801,    6.051
      1245, positiva    ,            2, positiva    ,            2, positiva, neutra  , positiva, neutra  , neutra  , positiva, negativa, positiva,   13.465,    3.579,    4.976,    5.475,   16.815,    4.352,    7.014,    4.33
      1246, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    3.715,    2.645,    2.7  ,    2.866,    7.308,    1.223,    2.816,    2.253
      1247, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, neutra  , negativa, negativa, negativa,   12.58 ,    6.039,    3.688,    4.339,   17.284,    2.951,    2.732,    2.839
      1248, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    4.952,    4.836,   11.063,   12.892,   12.631,    3.198,    3.082,    9.609
      1249, positiva    ,            3, positiva    ,            2, positiva, neutra  , positiva, positiva, negativa, neutra  , positiva, positiva,    3.702,    2.125,    3.501,   15.407,   10.839,    1.992,    3.766,    2.456
      1250, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    7.775,    5.804,    8.16 ,    8.121,   10.079,    2.863,    7.174,    6.598
      1251, positiva    ,            3, positiva    ,            3, positiva, neutra  , positiva, positiva, positiva, positiva, positiva, neutra  ,    3.903,    3.841,    5.988,    6.004,   18.348,    5.281,    8.968,    7.519
      1252, neutra      ,            3, negativa    ,            4, negativa, neutra  , neutra  , neutra  , negativa, negativa, negativa, negativa,    3.802,    2.272,   10.448,    7.951,   13.286,    2.18 ,    2.565,    6.273
      1253, positiva    ,            3, positiva    ,            3, positiva, neutra  , positiva, positiva, positiva, positiva, negativa, positiva,    6.022,    3.716,    3.25 ,    6.619,    5.597,    1.885,    4.916,    2.592
      1254, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    7.289,    3.588,    5.124,    6.672,    7.162,    4.278,    5.265,    5.49
      1255, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,   14.718,   11.914,   15.635,   10.832,   15.228,    5.175,   19.537,    9.091
      1256, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, neutra  ,    2.532,    8.606,    2.902,    4.452,   20.81 ,    1.391,    6.182,    2.617
      1257, negativa    ,            3, negativa    ,            4, negativa, neutra  , negativa, negativa, negativa, negativa, negativa, negativa,    3.369,    1.848,    2.853,    7.141,    5.107,    2.614,    2.264,    3.764
      1258, positiva    ,            3, positiva    ,            3, positiva, neutra  , positiva, positiva, positiva, neutra  , positiva, positiva,    2.498,    1.29 ,    3.088,    3.011,    5.342,    1.264,    2.949,  517.474
      1259, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, negativa, neutra  , negativa, negativa,   11.732,    7.211,   13.316,    9.313,   25.042,   12.76 ,    6.984,   13.747
      1260, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,   20.909,    9.387,   10.246,   17.908,   15.991,    7.521,   10.101,    9.315
      1261, neutra      ,            4, neutra      ,            2, neutra  , neutra  , neutra  , neutra  , neutra  , positiva, positiva, neutra  ,   17.85 ,   10.459,   17.504,   20.188,   28.384,   64.95 ,   19.467,  387.444
